"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"BAR E RESTAURANTE HP LTDA";"CASA DO MAMAO";"30.710.107/0001-94";"Sociedade Empresária";"23/10/1980";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";27175000;"RJ";"Piraí";"Piraí";"RODOVIA PRESIDENTE DUTRA KM 237";"(24) 2431-1112";"";"";"";"WWW.CASADOMAMAO,COM,BR";"19.032504.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"BAR ERA SÓ O QUE FALTAVA LTDA";"ERA SÓ O QUE FALTAVA";"03.920.441/0001-08";"Sociedade Empresária";"13/07/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";80620010;"PR";"Curitiba";"Água Verde";"AV. REPÚBLICA ARGENTINA,1334";"(41) 3342-0826";"(41) 3342-0826";"";"";"WWW.FALTAVA.COM.BR";"18.031259.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"BÁRBARA CRISTINA CAMPOS DAMASCENO ME";"DOM PAPA'S PIZZARIA E RESTAURANTE";"08.263.955/0001-43";"Sociedade Empresária";"03/12/2007";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62800000;"CE";"Aracati";"Aracati";"RUA DRAGÃO DO MAR, 2004";"(88) 3421-7173";"";"";"";"";"06.031681.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"BARRA DELICIA 234 ALIMENTOS LTDA";"VICTÓRIA";"07.444.554/0001-27";"Sociedade Empresária";"27/01/2004";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22430160;"RJ";"Rio de Janeiro";"Leblon";"RUA MARIO RIBEIRO, Nº 410";"(21) 2540-9017";"(21) 2540-8518";"";"";"WWW.EMPORIUMPAX.COM.BR";"19.030817.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"BARRA ICECREAM COMERCIO DE ALIMENTOS LTDA-ME";"BARRA ICECREAM";"09.448.057/0001-22";"Sociedade Empresária";"13/03/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22775904;"RJ";"Rio de Janeiro";"BARRA DA TIJUCA";"AV. AYRTON SENNA N° 300 LJ. 2018";"";"";"";"";"";"19.031104.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"BARROS & LIMA LTDA";"CHINATOWN";"01.793.112/0001-00";"Sociedade Empresária";"11/11/1998";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58104170;"PB";"Campina Grande";"José Pinheiro";"AV. SEVERINO CABRAL Nº 1200 SHOP. CENTER BOULEVARD";"(83) 3337-6060";"(83) 3337-6060";"chinatiwncg@gmail.com";"";"WWW.CHINATOWN-REC.COM.BR";"15.030279.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";300;"(""Nenhuma das Opções"")"
"BELLA DICA PIZZARIA LTDA ME";"BELLA DICA";"07.000.358/0001-63";"Sociedade Empresária";"01/10/2004";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24020000;"RJ";"Niterói";"Centro";"AV.VISCONDE DO RIO BRANCO 139 LJ 101";"(XX) 3604-2221";"(XX) 2717-2111";"";"";"";"19.030629.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"BELLA PARMEGIANA SERVICOS DE ALIMENTACAO LTDA";"BELLA PARMEGIANA";"00.448.540/0001-32";"Sociedade Empresária";"22/02/1995";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79031010;"MS";"Campo Grande";"Santa Fé";"AV: AFONSO PENA 4909 - LOJA 803";"(67) 3326-5444";"(67) 3326-5444";"";"";"";"12.030109.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"BELLAGIO RESTAURANTE E LANCHERIA LTDA";"BELLAGIO RESTAURANTE LANCHERIA";"10.214.010/0001-83";"Sociedade Empresária";"20/09/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";93180000;"RS";"Portão";"Portão";"RS 240, 3855";"(51) 3562-6262";"(51) 3562-6262";"";"";"";"23.030352.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"BELLATO & BELLATO LTDA";"NÃO INFORMADO";"07.540.235/0001-15";"Sociedade Empresária";"11/08/2005";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95020171;"RS";"Caxias do Sul";"Lurdes";"RUA PINHEIRO MACHADO, 1762 SALA B";"(54) 3028-8273";"(54) 3028-8274";"";"";"";"23.030696.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"BENEDITA MARIA RAPOSO ALEIXO ME";"ALEIXO'S RESTAURANTE E CHURRASCARIA";"03.284.051/0001-80";"Sociedade Empresária";"19/07/1999";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";18213145;"SP";"Itapetininga";"Vila Leonor";"AV JOSE DE ALMEIDA CARVALHO 1165";"(15) 3273-2014";"";"";"";"";"26.030306.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"BENNO FRANCK JUNIOR";"BENNO FRANCK JUNIOR";"07.994.344/0001-02";"Sociedade Empresária";"06/06/2006";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";95670000;"RS";"Gramado";"Gramado";"RUA ERNESTO VOLK  219";"";"";"";"";"";"23.030234.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"BERTANIOS COMERCIO DE ALIMENTOS LTDA";"RESTAURANTE VELHO ORIENTE";"04.414.233/0001-91";"Sociedade Empresária";"18/05/2001";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";80620200;"PR";"Curitiba";"Água Verde";"AV. AGUA VERDE, 1551";"(41) 3343-2007";"(41) 3079-2998";"";"";"WWW.VELHOORIENTE.COM.BR";"18.031629.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Árabe,Inglês"")"
"BK RESTAURANTE E LANCHERIA LTDA";"BAITA-KAO";"91.495.473/0001-62";"Sociedade Empresária";"25/03/1987";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95020000;"RS";"Caxias do Sul";"Lurdes";"SINIMBU 175 LOURDES";"(XX) 3222-1034";"(XX) 3228-1666";"";"";"WWW.BAITAKAO.COM.BR";"23.031406.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Espanhol"")"
"BOHEMIA BAR E RESTAURANTE LTDA";"BOHEMIA BAR";"09.561.918/0001-84";"Sociedade Empresária";"26/06/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";59020250;"RN";"Natal";"Petrópolis";"RUA MIPIBU, 664";"(XX) 3201-2221";"";"";"";"";"20.030197.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"BOTAFOGO 234 ALIMENTOS LTDA";"EMPORIUM PAX";"04.515.588/0001-77";"Sociedade Empresária";"18/09/2003";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22250040;"RJ";"Rio de Janeiro";"Botafogo";"PRAIA DE BOTAFOGO, 400 LJ. 212";"(21) 3171-9520";"(21) 3171-9714";"";"";"WWW.EMPORIUMPAX.COM.BR";"19.030828.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"BRANDÃO E BORGES LTDA";"BENDITA PIZZA BAR";"07.258.352/0001-90";"Sociedade Empresária";"01/04/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57036250;"AL";"Maceió";"Jatiúca";"RUA-JOSÉ PONTES DE MAGALHÃES, 337";"(82) 3305-4407";"(82) 3305-4402";"";"";"WWW.MAIKAIMACEIO.COM.BR";"02.030978.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"BRILHO DA LUA BAR LTDA";"BRILHODA LUA BAR";"07.354.662/0001-09";"Sociedade Empresária";"26/10/2006";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";95700000;"RS";"Bento Gonçalves";"Bento Gonçalves";"RUA ERNY HUGO DREHER 92";"(54) 3453-5553";"(54) 3453-6518";"";"";"";"23.031198.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"BRIZOT MASSAS CASEIRAS LTDA";"BRIZOT MASSAS CASEIRAS ";"05.913.506/0001-05";"Sociedade Empresária";"06/10/2003";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";85892000;"PR";"Santa Helena";"Santa Helena";"RUA PRINCIPAL, S/Nº";"(45) 3268-3319";"";"";"";"";"18.031176.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Italiano)"
"C. M. D. FERREIRA E CIA LTDA";"F. A. C. E. EMPREENDIMENTOS";"10.744.667/0001-52";"Sociedade Empresária";"30/03/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85892000;"PR";"Santa Helena";"Santa Helena";"RUA BAHIA, 891";"(45) 3268-3032";"";"";"";"";"18.031018.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Francês,Inglês,Espanhol,Alemão"")"
"C.V.S. GUEDES-ME";"PIZZARIA DO CRISTIANO";"03.786.883/0001-03";"Sociedade Empresária";"27/04/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";27933260;"RJ";"Macaé";"Granja dos Cavaleiros";"RUA Mª FRANCISCA BORGES DO REGO REID, Nº 599";"(22) 2765-5018";"(22) 2757-1089";"";"";"";"19.030739.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"CAFE COLONIAL PARK HAUS LTDA";"CAFE COLONIAL PARK HAUS ";"00.752.178/0001-99";"Sociedade Empresária";"10/08/1995";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";95150000;"RS";"Nova Petrópolis";"Nova Petrópolis";"AV 15 DE NOVEMBRO";"(54) 3281-1595";"";"";"";"";"23.031692.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Alemão)"
"CANTINA DO ENIO LTDA";"CANTINA DO ENIO";"03.887.615/0001-70";"Sociedade Empresária";"15/06/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37002035;"MG";"Varginha";"Centro";"PRAÇA GETULIO VARGAS 174";"(XX) 3221-3473";"(XX) 3221-6339";"";"";"";"11.030363.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano"")"
"CANTINA PASTASCIUTTA LTDA.";"CANTINA PASTASCIUTTA";"87.793.188/0001-50";"Sociedade Empresária";"01/12/1981";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95670000;"RS";"Gramado";"Gramado";"AVENIDA BORGES DE MEDEIROS, 2083 - CENTRO - GRAMADO/RS";"(54) 3286-2131";"(54) 3286-5600";"";"";"WWW.PASTASCIUTTA.COM.BR";"23.029827.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"CANTO DA GULA LANCHONETE LTDA ME";"CANTO DA GULA LANCHONETE LTDA ME";"03.781.835/0001-14";"Sociedade Empresária";"18/04/2000";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";12450000;"SP";"Santo Antônio do Pinhal";"Santo Antônio do Pinhal";"AVENIDA MINISTRO NELSON HUNGRIA, 328";"(12) 3666-1312";"";"regina@cantodagula.com.br";"cristina@cantodagula.com.br";"WWW.CANTODAGULA.COM.BR";"26.032776.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";60;"(Inglês)"
"CAPITÃO GOURMET INDUSTRIA E COMERCIO DE ALIMENTOS LTDA";"CAPITÃO GOURMET INDUSTRIA E COMERCIO DE ALIMENTOS LTDA";"82.176.769/0001-20";"Sociedade Empresária";"15/10/1990";"Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88137300;"SC";"Palhoça";"Cidade Universitária Pedra Branca";"RUA DOS CISNES";"(XX) 3344-2420";"(XX) 3344-2420";"";"";"";"24.031838.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"CARAVELA D' OURO RESTAURANTE LTDA";"CARAVELA D' OURO";"29.632.304/0001-53";"Sociedade Empresária";"28/10/1977";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28010230;"RJ";"Campos dos Goytacazes";"Centro";"BOULEVARD FRCO. DE PAULA CARNEIRO, 08";"(22) 2723-5027";"(22) 2723-5027";"nrescritoriocontabil@yahoo.com.br";"";"";"19.031075.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Secundário)";76;"(""Nenhuma das Opções"")"
"CARLOS A. F. MARTINS - ME";"CARLOS A. F. MARTINS - ME";"10.676.616/0001-30";"Sociedade Empresária";"27/02/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68905160;"AP";"Macapá";"Cidade Nova";"RODOVIA JUSCELINO KUBSTCHECK, N.1294";"(96) 9112-2618";"";"";"";"";"04.032724.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Francês)"
"CARLOS EUGENIO GOMES CORDEIRO POUSADA";"RESTAURANTE E POUSADA LIRIO DO VALE";"10.427.041/0001-12";"Sociedade Empresária";"15/11/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57460000;"AL";"Piranhas";"Piranhas";"AV. JOSÉ MARTINIANO VASCO, 178";"(82) 3686-3145";"";"liriodovale@gmail.com";"";"";"02.030735.15.0001-0";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";0;"("""")"
"CARMEN LUCIA RIBEIRO MARQUES";"AGUA NA BOKA";"01.422.791/0001-00";"Sociedade Empresária";"21/07/2004";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";95400000;"RS";"São Francisco de Paula";"São Francisco de Paula";"RUA ASSIS BRASIL, 258";"(54) 3244-1506";"(54) 3244-1499";"moni-@hotmail.com";"nmonireserva@hotmail.com";"WWW.PASTELARIAAGUANABOKA.COM.BR";"23.031777.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";56;"(""Nenhuma das Opções"")"
"CARMINE MARASCO COMERCIO DE MASSAS ALIMENTÍCIAS E CONSERVAS";"BAR ITALIA";"03.752.112/0003-59";"Sociedade Empresária";"19/09/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24370001;"RJ";"Niterói";"Charitas";"AV. QUINTINO BOCAIUVA, 651 FUNDOS - LJ B";"(21) 2619-8634";"";"";"";"WWW.BARITALIA.COM.BR";"19.030570.15.0003-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano"")"
"CARMINE MARASCO COMÉRCIO DE MASSAS ALIMENTICIAS E CONSERVAS";"DA CARMINE";"03.752.112/0002-78";"Sociedade Empresária";"24/01/2002";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24220000;"RJ";"Niterói";"Icaraí";"RUA MARIZ E BARROS, Nº 309";"(21) 3602-4988";"";"";"";"WWW.DACARMINE.COM.BR";"19.030570.15.0002-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano"")"
"CARNEIRO AUTO POSTO E SERVIÇOS LTDA";"POUSADA CARNEIRO";"03.788.115/0001-80";"Sociedade Empresária";"21/04/2000";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63870000;"CE";"Boa Viagem";"Boa Viagem";"RODOVIA BR 020 S/N KM 201";"(88) 3427-1733";"";"";"";"";"06.032826.15.0001-2";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"CASA DE MINAS BISCOITOS E SALGADOS LTDA";"DELICIAS DE MINAS BISCOITOS E SALGADOS ";"04.409.625/0001-62";"Sociedade Empresária";"02/04/2001";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";73105250;"DF";"Sobradinho";"Grande Colorado";"COND. COLORADO VILLE COMERCIAL 03 LOJA 01 ";"(XX) 3347-9829";"";"";"";"";"07.032029.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"CASA DI PAOLO LTDA.";"CASA DI PAOLO";"92.097.971/0001-10";"Sociedade Empresária";"12/01/1988";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95720000;"RS";"Garibaldi";"Garibaldi";"ROD RST 470 KM 221,6 GARIBALDINA";"(54) 3463-8005";"(54) 3463-8005";"";"";"";"23.029870.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"CATARINA FONSECA COELHO";"COELHO'S ALIMENTAÇÃO";"03.185.546/0001-52";"Sociedade Empresária";"27/06/1999";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58051124;"PB";"João Pessoa";"Bancários";"RUA DJALMA COELHO  N° 20";"(83) 3235-2859";"(83) 3235-2859";"coelhosbar@gmail.com";"";"";"15.030654.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";500;"("""")"
"CAVALGADA ECOLÓGICA S/A";"FJORDLAND - CAVALGADA ECOLÓGICA PEDRA AZUL";"10.367.285/0001-57";"Sociedade Empresária";"18/09/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";29278000;"ES";"Aracê";"Aracê";"RODOVIA ANGELO GIRARDI, KM 2,2 - ROTA DO LAGARTO  PEDRA AZUL";"(27) 3248-0076";"(27) 3248-0054";"jorge@cavalgadapedraazul.com.br";"fabricia@cavalgadapedraazul.com.br";"www.fjordland.com.br";"08.032360.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";70;"(Inglês)"
"CENTRO 234 ALIMENTOS LTDA";"EMPORIUM PAX";"04.733.315/0001-07";"Sociedade Empresária";"19/09/2001";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";20020000;"RJ";"Rio de Janeiro";"Centro";"RUA ERASMO BRAGA, Nº 115, HALL DOS ELEVADORES: 2º E 4º ANDAR";"(21) 2532-0041";"(21) 2532-0041";"";"";"WWW.EMPORIUMPAX.COM.BR";"19.030805.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"CERVEJARIA E RESTAURANTE NOVO ZEPPELIN LTDA";"ZEPPELIN";"01.890.099/0001-07";"Sociedade Empresária";"20/05/1997";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28906330;"RJ";"Cabo Frio";"São Bento";"RUA MAJOR BELEGARD, 525";"(22) 3058-4226";"(22) 2645-4217";"";"";"";"19.030230.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"CERVEJARIA SETE COQUEIROS LTDA EPP";"IMPERADOR DOS CAMAROES RESTAURANTE";"10.823.136/0001-55";"Sociedade Empresária";"24/04/1986";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57030170;"AL";"Maceió";"Pajuçara";"RUA DR ANTONIO GOUVEIA 607";"(82) 3231-8274";"";"contato@imperadordoscamaroes.com.br";"";"";"02.030650.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(""Inglês,Italiano,Espanhol"")"
"CHAPLIN BAR E RESTAURANTE LTDA ME";"CHAPLIN BAR E RESTAURANTE";"33.431.966/0001-32";"Sociedade Empresária";"01/01/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";71715510;"DF";"Núcleo Bandeirante";"Núcleo Bandeirante";"AV. DOM BOSCO BL 785 LTS 4/5";"(XX) 3386-6755";"";"";"";"";"07.031767.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"CHOPARIA E ALIMENTOS LTDA";"NEW HAKATA";"05.126.748/0001-59";"Sociedade Empresária";"04/07/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57036550;"AL";"Maceió";"Jatiúca";"AV. ENG. PAULO BRANDÃO NOGUEIRA, 95";"(82) 3325-6160";"";"";"";"";"02.030984.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"CHOPE AO VIVO LTDA";"LUPUS BIER";"05.202.550/0001-07";"Sociedade Empresária";"17/12/2002";"Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";60060510;"CE";"Fortaleza";"Centro";"RUA DOS TABAJARAS, 340";"(85) 3219-2829";"(85) 3219-2829";"";"";"WWW.LUPUSBIER.COM.BR";"06.030581.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"CHOPERIA BIER GARTEN LTDA EPP";"CHOPERIA BIER GARTEN";"04.919.754/0001-09";"Sociedade Empresária";"27/05/2006";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29260000;"ES";"Domingos Martins";"Domingos Martins";"AVENIDA SENADOR JEFFERSON DE AGUIAR, 27 LOJA 11";"(27) 3268-1692";"";"estevao.klein@hotmail.com";"";"www.biergartenes.com.br";"08.032403.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";200;"(""Nenhuma das Opções"")"
"CHOPP DA HORA RESTAURANTES E CHOPERIA LTDA";"CHOPP TIME";"10.535.238/0001-75";"Sociedade Empresária";"12/12/2008";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74915906;"GO";"Aparecida de Goiânia";"Vila São Tomaz";"AV.RIO VERDE S/N QD.102 LOJA LUC 67/ 68";"(62) 3097-6202";"(62) 3097-6203";"";"";"";"09.031851.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Inglês,Espanhol"")"
"CHURRASCARIA ADELAIDE LTDA EPP";"CHURRASCARIA ADELAIDE";"07.906.794/0001-04";"Sociedade Empresária";"24/03/2006";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89036200;"SC";"Blumenau";"Velha";"RUA ALBERTO STEIN 132";"(47) 3329-6353";"";"";"";"";"24.031184.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"CHURRASCARIA BÚFALO BRANCO LTDA";"BÚFALO BRANCO";"81.173.460/0001-13";"Sociedade Empresária";"01/05/1989";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85851190;"PR";"Foz do Iguaçu";"Centro";"RUA ENGENHEIRO REBOUÇAS, 530";"(45) 3523-9744";"(45) 3523-9744";"bufalobrancofoz@hotmail.com";"";"WWW.BUFALOBRANCO.COM.BR";"18.030348.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(""Francês,Inglês,Espanhol,Alemão,Italiano"")"
"CHURRASCARIA COXILHA DOS PAMPAS LTDA";"CHURRASCARIA COXILHA DOS PAMPAS LTDA";"67.594.044/0001-68";"Sociedade Empresária";"17/02/1992";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";14096560;"SP";"Ribeirão Preto";"Nova Ribeirânia";"AVENIDA PRESIDENTE CASTELO BRANCO, 1870";"(16) 3629-6017";"(16) 3877-1706";"";"";"WWW.COXILHADOSPAMPAS.COM.BR";"26.029962.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Inglês,Espanhol"")"
"CHURRASCARIA E RESTAURANTE GUAPORE LTDA - ME";"CHURRASCARIA E RESTAURANTE GUAPORÉ";"15.482.185/0001-95";"Sociedade Empresária";"10/09/1981";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79810050;"MS";"Dourados";"Jardim São Pedro";"RUA HAYEL BOM FAKER, 2410";"(67) 3421-4311";"";"churrasariaguapore@bol.com.br";"";"";"12.032245.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";250;"(""Nenhuma das Opções"")"
"CHURRASCARIA LANCHONETE E LOJA DE CONVENIENCIA JL LTDA";"CHURRASCARIA D. PEDRO";"07.559.872/0001-33";"Sociedade Empresária";"09/08/2005";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";39560000;"MG";"Salinas";"Salinas";"ROD. BR 251, S/N KM 309 - ZONA RURAL ";"(38) 3841-2797";"";"n_contabilidade@yahoo.com.br";"";"";"11.030983.15.0001-7";"5611-2/03-ALIMENTAÇÃO SEM SERVIÇO COMPLETO; SERVIÇO DE (Secundário)";100;"(""Nenhuma das Opções"")"
"CICERO HOLANDA DE CASTRO ME";"CHURRASCARIA PONTO DA BISTECA";"06.892.160/0001-79";"Sociedade Empresária";"15/04/1982";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"AV. JOSÉ CAETANO, 3070";"(88) 3414-3090";"";"";"";"";"06.032701.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"CIRO GOMES MAGALHÃES ME";"POSTO E CHURRASCARIA CHORÓ LIMÃO";"41.424.276/0001-84";"Sociedade Empresária";"28/04/2004";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63950000;"CE";"Choró";"Choró";"RODOVIA CE 456 KM 26";"(88) 3438-1234";"";"";"";"";"06.031352.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
